AACC410B	Opt. pwr. IMU-A_2 v03	Adjust Optical Power IMU-A, Channel 2	B	2	3	N	N	Y		09:00:17	AC-CRP-410	3	29/03/2019		2
AACC410C	Opt. pwr. IMU-A_3 v03	Adjust Optical Power IMU-A, Channel 3	B	2	3	N	N	Y		09:00:19	AC-CRP-410	3	29/03/2019		2
AACC410D	Opt. pwr. IMU-A_4 v03	Adjust Optical Power IMU-A, Channel 4	B	2	3	N	N	Y		09:00:21	AC-CRP-410	3	29/03/2019		2
AACC410E	Opt. pwr. IMU-B_1 v03	Adjust Optical Power IMU-B, Channel 1	B	2	3	N	N	Y		09:00:23	AC-CRP-410	3	29/03/2019		2
AACC410F	Opt. pwr. IMU-B_2 v03	Adjust Optical Power IMU-B, Channel 2	B	2	3	N	N	Y		09:00:24	AC-CRP-410	3	29/03/2019		2
AACC410G	Opt. pwr. IMU-B_3 v03	Adjust Optical Power IMU-B, Channel 3	B	2	3	N	N	Y		09:00:26	AC-CRP-410	3	29/03/2019		2
AACC410H	Opt. pwr. IMU-B_4 v03	Adjust Optical Power IMU-B, Channel 4	B	2	3	N	N	Y		09:00:28	AC-CRP-410	3	29/03/2019		2
AACC411A	Diode CUR IMU-A_1 v03	Configure Pump Diode Current IMU-A, Channel 1	B	2	3	N	N	Y		09:00:32	AC-CRP-411	3	29/03/2019		2
AACC411B	Diode CUR IMU-A_2 v03	Configure Pump Diode Current IMU-A, Channel 2	B	2	3	N	N	Y		09:00:33	AC-CRP-411	3	29/03/2019		2
AACC411C	Diode CUR IMU-A_3 v03	Configure Pump Diode Current IMU-A, Channel 3	B	2	3	N	N	Y		09:00:35	AC-CRP-411	3	29/03/2019		2
AACC411D	Diode CUR IMU-A_4 v03	Configure Pump Diode Current IMU-A, Channel 4	B	2	3	N	N	Y		09:00:37	AC-CRP-411	3	29/03/2019		2
AACC411E	Diode CUR IMU-B_1 v03	Configure Pump Diode Current IMU-B, Channel 1	B	2	3	N	N	Y		09:00:38	AC-CRP-411	3	29/03/2019		2
AACC411F	Diode CUR IMU-B_2 v03	Configure Pump Diode Current IMU-B, Channel 2	B	2	3	N	N	Y		09:00:40	AC-CRP-411	3	29/03/2019		2
AACC411G	Diode CUR IMU-B_3 v03	Configure Pump Diode Current IMU-B, Channel 3	B	2	3	N	N	Y		09:00:42	AC-CRP-411	3	29/03/2019		2
AACC411H	Diode CUR IMU-B_4 v03	Configure Pump Diode Current IMU-B, Channel 4	B	2	3	N	N	Y		09:00:43	AC-CRP-411	3	29/03/2019		2
AACC511A	RW Add/Remove Wheel v04		B	4	5	N	N	Y		17:26:50	AC-CRP-511	4	19/08/2020		2
AACC550A	RW Direct Trq Cmd v06		B	3	1	N	F	Y		09:32:50	AC-CRP-550	6	19/08/2020		2
AACC560A	Perform WOL WSM v05		B	0	1	N	F	Y		09:01:06	AC-CRP-560	5	29/03/2019		2
AACC565A	RW Update CO Profile v02		B	10	7	N	N	Y		15:16:42	AC-CRP-565	2	14/10/2019		2
AACC650A	FSS sel A+A side v05		B	0	2	N	N	Y		13:27:31	AC-CRP-650	5	16/07/2019		2
AACC650B	FSS sel B+B side v05		B	0	2	N	N	Y		13:27:32	AC-CRP-650	5	16/07/2019		2
AACC650C	FSS sel B+A side v05		B	0	2	N	N	Y		13:27:32	AC-CRP-650	5	16/07/2019		2
AACC650D	FSS sel A+B side v05		B	0	2	N	N	Y		13:27:32	AC-CRP-650	5	16/07/2019		2
AACC650E	FSS Reconfiguration v05		B	0	1	N	N	Y		13:27:33	AC-CRP-650	5	16/07/2019		2
AACC651A	FSS X A TM ON v02		B	0	1	N	N	Y		13:35:09	AC-CRP-651	2	17/12/2019		2
AACC651B	FSS X A TM OFF v02		B	0	1	N	N	Y		13:35:10	AC-CRP-651	2	17/12/2019		2
AACC651C	FSS Z A TM ON v02		B	0	1	N	N	Y		13:35:10	AC-CRP-651	2	17/12/2019		2
AACC651D	FSS Z A TM OFF v02		B	0	1	N	N	Y		13:35:11	AC-CRP-651	2	17/12/2019		2
AACC651E	FSS X B TM ON v02		B	0	1	N	N	Y		13:35:11	AC-CRP-651	2	17/12/2019		2
AACC651F	FSS X B TM OFF v02		B	0	1	N	N	Y		13:35:12	AC-CRP-651	2	17/12/2019		2
AACC651G	FSS Z B TM ON v02		B	0	1	N	N	Y		13:35:12	AC-CRP-651	2	17/12/2019		2
AACC651H	FSS Z B TM OFF v02		B	0	1	N	N	Y		13:35:13	AC-CRP-651	2	17/12/2019		2
AACC660A	Update Ecli. PM RAM v07		B	20	4	N	F	Y		15:16:51	AC-CRP-660	7	14/10/2019		2
AACC660B	Update Ecliplse SGM  v07		B	20	2	N	F	Y		15:17:05	AC-CRP-660	7	14/10/2019		2
AACC710A	Stop Strobing contin v06		B	2	1	N	F	Y		15:22:18	AC-CRP-710	6	26/06/2019		2
AACC950A	AOCS STRA Align PM v03		B	4	6	N	F	Y		16:00:06	AC-CRP-950	3	19/08/2020		2
AACC950B	AOCS STRA Align SGM v03		B	4	3	N	F	Y		16:00:10	AC-CRP-950	3	19/08/2020		2
AACC950C	AOCS STRB Align PM v03		B	4	6	N	F	Y		16:00:10	AC-CRP-950	3	19/08/2020		2
AACC950D	AOCS STRB Align SGM v03		B	4	3	N	F	Y		16:00:14	AC-CRP-950	3	19/08/2020		2
AACC950E	AOCS RW Align PM v03		B	28	14	N	F	Y		16:00:15	AC-CRP-950	3	19/08/2020		2
AACC950G	AOCS IMUA Align PM v03		B	4	6	N	F	Y		16:00:39	AC-CRP-950	3	19/08/2020		2
AACC950I	AOCS IMUB Align PM v03		B	4	6	N	F	Y		16:00:42	AC-CRP-950	3	19/08/2020		2
AACC950K	AOCS AMU Align PM v03		B	4	6	N	F	Y		15:59:47	AC-CRP-950	3	19/08/2020		2
AACC950M	AOCS FSSA Align PM v03		B	8	10	N	F	Y		15:59:51	AC-CRP-950	3	19/08/2020		2
AACC950N	AOCS FSSA Align SGM v03		B	8	4	N	F	Y		15:59:58	AC-CRP-950	3	19/08/2020		2
AACC950O	AOCS FSSB Align PM v03		B	8	10	N	F	Y		15:59:58	AC-CRP-950	3	19/08/2020		2
AACC950P	AOCS FSSB Align SGM v03		B	8	4	N	F	Y		16:00:06	AC-CRP-950	3	19/08/2020		2
AACF040A	Upload DeltaV Params v06		B	11	1	N	F	Y		08:41:55	AC-FCP-040	6	29/03/2019		2
AACF040B	OCM Zero DeltaV v06		B	0	1	N	N	Y		08:41:57	AC-FCP-040	6	29/03/2019		2
AACF041A	OCM Select Term Meth v04		B	1	1	N	F	Y		08:42:01	AC-FCP-041	4	29/03/2019		2
AACF042A	STR remove from loop v04		B	1	1	N	F	Y		08:42:05	AC-FCP-042	4	29/03/2019		2
AACF043A	Sel Wheel Speed Cont v03		B	1	1	N	F	Y		08:42:08	AC-FCP-043	3	29/03/2019		2
AACF045A	BD Factor Update PM v04		B	1	2	N	F	Y		12:48:27	AC-FCP-045	4	18/10/2019		2
AACF045B	BD Factor Update SGM v04		B	1	2	N	F	Y		12:48:29	AC-FCP-045	4	18/10/2019		2
AACF046A	OCM CPS A PWM PMRAM v10		B	217	23	N	F	Y		16:44:33	AC-FCP-046	10	14/10/2019		2
AACF046B	OCM CPS B PWM PMRAM v10		B	217	23	N	F	Y		16:44:47	AC-FCP-046	10	14/10/2019		2
AACF046C	OCM SC Mass Update v10		B	1	1	N	F	Y		16:44:54	AC-FCP-046	10	14/10/2019		2
AACF046D	OCM ACC Posit Update v10		B	3	5	N	F	Y		16:44:55	AC-FCP-046	10	14/10/2019		2
AACF046E	OCM CPS A PWM SGMRAM v10		B	189	12	N	F	Y		16:45:13	AC-FCP-046	10	14/10/2019		2
AACF046F	OCM CPS B PWM SGMRAM v10		B	189	12	N	F	Y		16:45:04	AC-FCP-046	10	14/10/2019		2
AACF047A	Linear Imp Override v04		B	9	8	N	F	Y		08:50:08	AC-FCP-047	4	29/03/2019		2
AACF047B	Disacard Imp Overrid v04		B	0	8	N	F	Y		08:50:11	AC-FCP-047	4	29/03/2019		2
AACF048A	AOCS Abort OCM v01		B	0	1	N	F	Y		08:50:14	AC-FCP-048	1	29/03/2019		2
AACF100A	UploadAGP Seg0 PMRAM v11		B	46	2	N	F	Y		08:50:22	AC-FCP-100	11	29/03/2019		2
AACF100B	Apply AGP PM RAM v11		B	0	2	N	N	Y		08:50:30	AC-FCP-100	11	29/03/2019		2
AACF101A	AGP Surv Seg0 Upload v06		B	46	2	N	N	Y		08:50:36	AC-FCP-101	6	29/03/2019		2
AACF101B	AGP Surv Seg1 Upload v06		B	46	2	N	F	Y		08:50:46	AC-FCP-101	6	29/03/2019		2
AACF101C	Apply AGP SGM RAM v06		B	0	1	N	N	Y		08:50:54	AC-FCP-101	6	29/03/2019		2
AACF101D	Dump AGP SGM RAM v06		B	0	1	N	F	Y		08:50:55	AC-FCP-101	6	29/03/2019		2
AACF102A	Upload SEE Profile v05		B	21	1	N	F	Y		13:34:40	AC-FCP-102	5	17/12/2019		2
AACF102B	Apply SEE PM RAM v05		B	0	2	N	N	Y		13:34:41	AC-FCP-102	5	17/12/2019		2
AACF102C	En FDIR SEE Profile v05		B	0	5	N	N	Y		13:34:41	AC-FCP-102	5	17/12/2019		2
AACF102D	Dis FDIR SEE Profile v05		B	0	5	N	N	Y		13:34:42	AC-FCP-102	5	17/12/2019		2
AACF103A	Upload SLVP Profile v05		B	18	1	N	F	Y		13:34:44	AC-FCP-103	5	17/12/2019		2
AACF103B	Apply SLVP PM RAM v05		B	0	2	N	N	Y		13:34:45	AC-FCP-103	5	17/12/2019		2
AACF103C	En FDIR SLVP Profile v05		B	0	5	N	N	Y		13:34:46	AC-FCP-103	5	17/12/2019		2
AACF103D	DisFDIR SLVP Profile v05		B	0	5	N	N	Y		13:34:46	AC-FCP-103	5	17/12/2019		2
AACF104A	Upload SSE Profile v06		B	24	1	N	F	Y		16:06:47	AC-FCP-104	6	08/07/2019		2
AACF104B	Apply Prof PM RAM v06		B	1	1	N	F	Y		16:06:50	AC-FCP-104	6	08/07/2019		2
AACF104C	Apply Prof SGM RAM v06		B	1	1	N	F	Y		16:06:51	AC-FCP-104	6	08/07/2019		2
AACF104D	Dump SSE SGM RAM v06		B	0	1	N	F	Y		16:06:51	AC-FCP-104	6	08/07/2019		2
AACF104E	Clear AOCS Temp RAM v06		B	0	1	N	F	Y		16:06:51	AC-FCP-104	6	08/07/2019		2
AACF105A	Upload SSEA Profile v07		B	11	1	N	F	Y		14:26:50	AC-FCP-105	7	29/05/2020		2
AACF105B	Apply SSEA PM RAM v07		B	1	1	N	N	Y		14:26:50	AC-FCP-105	7	29/05/2020		2
AACF105C	Apply SSEA SGM EEPRO v07		B	1	3	N	F	Y		14:26:51	AC-FCP-105	7	29/05/2020		2
AACF105D	Dump SSEA SGM EEPROM v07		B	0	1	N	F	Y		14:26:51	AC-FCP-105	7	29/05/2020		2
AACF105E	Clear AOCS Temp RAM v07		B	0	1	N	N	Y		14:26:52	AC-FCP-105	7	29/05/2020		2
AACF153A	SASMWSMFlag true SGM v10		B	0	2	N	F	Y		08:51:37	AC-FCP-153	10	29/03/2019		2
AACF153B	SASMWSMFlag fals SGM v10		B	0	2	N	F	Y		08:51:38	AC-FCP-153	10	29/03/2019		2
AACF153C	SASMWSMFlag true PM v10		B	0	1	N	N	Y		08:51:39	AC-FCP-153	10	29/03/2019		2
AACF153D	SASMWSMFlag false PM v10		B	0	1	N	N	Y		08:51:40	AC-FCP-153	10	29/03/2019		2
AACF154A	WSM-NCMFlag true SGM v11		B	0	2	N	F	Y		09:48:00	AC-FCP-154	11	21/10/2019		2
AACF154B	WSM-NCMFlag fals SGM v11		B	0	2	N	F	Y		09:48:00	AC-FCP-154	11	21/10/2019		2
AACF154C	WSM-NCMFlag true PM v11		B	0	1	N	N	Y		09:48:01	AC-FCP-154	11	21/10/2019		2
AACF154D	WSM-NCMFlag fals PM v11		B	0	1	N	N	Y		09:48:01	AC-FCP-154	11	21/10/2019		2
AACF155A	NCM-F Auto TRUE v07		B	0	1	N	F	Y		15:22:14	AC-FCP-155	7	26/06/2019		2
AACF155B	NCM-F Auto FALSE v07		B	0	1	N	F	Y		15:22:14	AC-FCP-155	7	26/06/2019		2
AACF156A	Set OCM-T Flag TRUE v05		B	0	1	N	F	Y		08:51:55	AC-FCP-156	5	29/03/2019		2
AACF156B	Set OCM-T Flag FALSE v05		B	0	1	N	F	Y		08:51:55	AC-FCP-156	5	29/03/2019		2
AACF210A	Start RW Checkout v10		B	0	1	N	N	Y		08:52:00	AC-FCP-210	10	29/03/2019		2
AACF220A	AOCS Mode Change WSM v07		B	0	1	N	N	Y		08:52:05	AC-FCP-220	7	29/03/2019		2
AACF221A	Start STR Checkout v09		B	0	1	N	N	Y		08:52:09	AC-FCP-221	9	29/03/2019		2
AACF221B	Stop STR Checkout v09		B	0	1	N	N	Y		08:52:10	AC-FCP-221	9	29/03/2019		2
AACF230A	AOCS WSM to NCM v08		B	0	1	N	F	Y		08:52:14	AC-FCP-230	8	29/03/2019		2
AACF231A	Start NCM-F v10		B	0	2	N	F	Y		08:52:19	AC-FCP-231	10	29/03/2019		2
AACF231B	Stop NCM-F v10		B	0	2	N	F	Y		08:52:20	AC-FCP-231	10	29/03/2019		2
AACF240A	AOCS Mode to OCM v08		B	2	15	N	F	Y		12:48:31	AC-FCP-240	8	18/10/2019		2
AACF241A	AOCS mode OCM to NCM v04		B	0	1	N	F	Y		15:06:10	AC-FCP-241	4	26/08/2020		2
AACF300A	STR A Switch ON v07		B	0	2	N	N	Y		12:55:37	AC-FCP-300	7	28/08/2019		2
AACF300B	STR B Switch ON v07		B	0	2	N	N	Y		12:55:38	AC-FCP-300	7	28/08/2019		2
AACF301A	STR APower Up NOTUSE v08		B	1	6	N	F	Y		09:07:51	AC-FCP-301	8	19/10/2020		2
AACF301B	STRB Power Up NOTUSE v08		B	1	6	N	F	Y		09:07:51	AC-FCP-301	8	19/10/2020		2
AACF301C	STR A ON Post FDIR v08		B	0	6	N	N	Y		09:07:52	AC-FCP-301	8	19/10/2020		2
AACF301D	STR B ON Post FDIR v08		B	0	6	N	N	Y		09:07:52	AC-FCP-301	8	19/10/2020		2
AACF301E	STR A Full Setup v08		B	1	11	N	N	Y		09:07:53	AC-FCP-301	8	19/10/2020		2
AACF301F	STR B Full Setup v08		B	1	11	N	N	Y		09:07:54	AC-FCP-301	8	19/10/2020		2
AACF302A	STR A Switch OFF v06		B	0	10	N	F	Y		21:21:08	AC-FCP-302	6	25/11/2019		2
AACF302B	STR B Switch OFF v06		B	0	10	N	F	Y		21:21:08	AC-FCP-302	6	25/11/2019		2
AACF304A	STR A INI2STB noload v08		B	0	19	N	F	Y		15:23:51	AC-FCP-304	8	18/12/2019		2
AACF304B	STR B INI2STB noload v08		B	0	19	N	F	Y		15:23:52	AC-FCP-304	8	18/12/2019		2
AACF304C	STR A to STB no load v08		B	0	1	N	F	Y		15:23:53	AC-FCP-304	8	18/12/2019		2
AACF304D	STR B to STB no load v08		B	0	1	N	F	Y		15:23:53	AC-FCP-304	8	18/12/2019		2
AACF305A	STR A AAD to NEAT v08		B	0	1	N	F	Y		08:20:13	AC-FCP-305	8	14/10/2019		2
AACF305B	STR A NEAT (Manual) v08		B	8	1	N	F	Y		08:20:14	AC-FCP-305	8	14/10/2019		2
AACF305C	STR A CTM STARS 1 v08		B	7	1	N	F	Y		08:20:14	AC-FCP-305	8	14/10/2019		2
AACF305D	STR A CTM STARS 2 v08		B	10	1	N	F	Y		08:20:15	AC-FCP-305	8	14/10/2019		2
AACF305E	STR A CTM STARS 3 v08		B	13	1	N	F	Y		08:20:15	AC-FCP-305	8	14/10/2019		2
AACF305F	STR A CTM STARS 4 v08		B	16	1	N	F	Y		08:20:16	AC-FCP-305	8	14/10/2019		2
AACF305G	STR A CTM STARS 5 v08		B	19	1	N	F	Y		08:20:17	AC-FCP-305	8	14/10/2019		2
AACF305H	STR A FOTO mode v08		B	1	16	N	F	Y		08:20:17	AC-FCP-305	8	14/10/2019		2
AACF305J	STR A AAD mode v08		B	0	1	N	F	Y		08:20:18	AC-FCP-305	8	14/10/2019		2
AACF306A	STR B AAD to NEAT v09		B	0	1	N	F	Y		08:25:53	AC-FCP-306	9	14/06/2019		2
AACF306B	STR B NEAT Manual v09		B	8	1	N	F	Y		08:25:54	AC-FCP-306	9	14/06/2019		2
AACF306C	STR B CTM STAR 1 v09		B	7	1	N	F	Y		08:25:56	AC-FCP-306	9	14/06/2019		2
AACF306D	STR B CTM STAR 2 v09		B	10	1	N	F	Y		08:25:57	AC-FCP-306	9	14/06/2019		2
AACF306E	STR B CTM STAR 3 v09		B	13	1	N	F	Y		08:26:00	AC-FCP-306	9	14/06/2019		2
AACF306F	STR B CTM STAR 4 v09		B	16	1	N	F	Y		08:26:03	AC-FCP-306	9	14/06/2019		2
AACF306G	STR B CTM STAR 5 v09		B	19	1	N	F	Y		08:26:06	AC-FCP-306	9	14/06/2019		2
AACF306H	STR B FOTO mode v09		B	1	16	N	F	Y		08:26:10	AC-FCP-306	9	14/06/2019		2
AACF306J	STR B AAD v09		B	0	1	N	F	Y		08:26:18	AC-FCP-306	9	14/06/2019		2
AACF310A	STR-A Connect. Test v04		B	0	1	N	F	Y		08:54:11	AC-FCP-310	4	29/03/2019		2
AACF310B	STR-B Connect. Test v04		B	0	1	N	F	Y		08:54:12	AC-FCP-310	4	29/03/2019		2
AACF311A	STR-A Test Max TC v05		B	0	1	N	N	Y		08:54:14	AC-FCP-311	5	29/03/2019		2
AACF311B	STR-B Test Max TC v05		B	0	1	N	N	Y		08:54:15	AC-FCP-311	5	29/03/2019		2
AACF313A	STRA EEPROM refresh  v05		B	1	1	N	N	Y		08:54:25	AC-FCP-313	5	29/03/2019		2
AACF313B	STRA EEPROM EDAC v05		B	1	1	N	N	Y		08:54:26	AC-FCP-313	5	29/03/2019		2
AACF313C	STRB EEPROM refresh v05		B	1	1	N	N	Y		08:54:27	AC-FCP-313	5	29/03/2019		2
AACF313D	STRB EEPROM EDAC v05		B	1	1	N	N	Y		08:54:27	AC-FCP-313	5	29/03/2019		2
AACF314A	STR A Boot Report v04		B	0	1	N	F	Y		08:54:30	AC-FCP-314	4	29/03/2019		2
AACF314B	STR B Boot Report v04		B	0	1	N	F	Y		08:54:31	AC-FCP-314	4	29/03/2019		2
AACF315A	STR A Set Parameter v06		B	2	2	N	F	Y		13:54:26	AC-FCP-315	6	14/10/2019		2
AACF315B	STR A Reset Param v06		B	0	3	N	F	Y		13:54:26	AC-FCP-315	6	14/10/2019		2
AACF315C	STR B Set Parameter v06		B	2	2	N	F	Y		13:54:26	AC-FCP-315	6	14/10/2019		2
AACF315D	STR B Reset Param v06		B	0	3	N	F	Y		13:54:27	AC-FCP-315	6	14/10/2019		2
AACF316A	Def. STR HK Collec v06		B	1	3	N	F	Y		08:54:40	AC-FCP-316	6	29/03/2019		2
AACF317A	STR A En Data Gen v05		B	2	1	N	F	Y		08:54:44	AC-FCP-317	5	29/03/2019		2
AACF317B	STR A Dis Data Gen v05		B	0	1	N	F	Y		08:54:45	AC-FCP-317	5	29/03/2019		2
AACF317C	STR B En Data Gen v05		B	2	1	N	F	Y		08:54:45	AC-FCP-317	5	29/03/2019		2
AACF317D	STR B Dis Data Gen v05		B	0	1	N	F	Y		08:54:46	AC-FCP-317	5	29/03/2019		2
AACF330A	STR A APS Calib v04		B	0	2	N	F	Y		17:32:54	AC-FCP-330	4	19/08/2020		2
AACF330B	STR A Store OddEven v04		B	0	1	N	F	Y		17:32:54	AC-FCP-330	4	19/08/2020		2
AACF330C	STR B APS Calib v04		B	0	2	N	F	Y		17:32:54	AC-FCP-330	4	19/08/2020		2
AACF330D	STR B Store OddEven v04		B	0	1	N	F	Y		17:32:55	AC-FCP-330	4	19/08/2020		2
AACF331A	STR A DefectPix Dump v06		B	0	9	N	F	Y		12:48:37	AC-FCP-331	6	18/10/2019		2
AACF331B	STR A defPix Detect v06		B	0	11	N	F	Y		12:48:38	AC-FCP-331	6	18/10/2019		2
AACF331C	STR A def Pix RAM2EE v06		B	0	1	N	F	Y		12:48:40	AC-FCP-331	6	18/10/2019		2
AACF331D	STR A def Pix EE2RAM v06		B	0	1	N	F	Y		12:48:40	AC-FCP-331	6	18/10/2019		2
AACF331E	STRA defPix RAMClear v06		B	0	1	N	F	Y		12:48:40	AC-FCP-331	6	18/10/2019		2
AACF331F	STR B DefectPix Dump v06		B	0	9	N	F	Y		12:48:41	AC-FCP-331	6	18/10/2019		2
AACF331G	STR B defPix Detec v06		B	0	11	N	F	Y		12:48:42	AC-FCP-331	6	18/10/2019		2
AACF331H	STR B def Pix RAM2EE v06		B	0	1	N	F	Y		12:48:44	AC-FCP-331	6	18/10/2019		2
AACF331I	STR B def Pix EE2RAM v06		B	0	1	N	F	Y		12:48:44	AC-FCP-331	6	18/10/2019		2
AACF331J	STRB defPix RAMClear v06		B	0	1	N	F	Y		12:48:44	AC-FCP-331	6	18/10/2019		2
AACF332A	STR A Swap Pixelbank v06		B	0	2	N	F	Y		08:26:35	AC-FCP-332	6	14/06/2019		2
AACF332B	STR A dump Pixelbank v06		B	1	2	N	F	Y		08:26:36	AC-FCP-332	6	14/06/2019		2
AACF332C	STR B Swap Pixelbank v06		B	0	2	N	F	Y		08:26:37	AC-FCP-332	6	14/06/2019		2
AACF332D	STR B dump Pixelbank v06		B	1	2	N	F	Y		08:26:38	AC-FCP-332	6	14/06/2019		2
AACF350A	STR A Focal length  v04		B	1	1	N	F	Y		08:55:12	AC-FCP-350	4	29/03/2019		2
AACF350B	STR A Focal Comp. v04		B	1	1	N	F	Y		08:55:12	AC-FCP-350	4	29/03/2019		2
AACF350C	STR B Focal length  v04		B	1	1	N	F	Y		08:55:13	AC-FCP-350	4	29/03/2019		2
AACF350D	STR B Focal Comp. v04		B	1	1	N	F	Y		08:55:14	AC-FCP-350	4	29/03/2019		2
AACF351A	STR A En/Dis Aberrat v04		B	1	1	N	F	Y		08:55:17	AC-FCP-351	4	29/03/2019		2
AACF351B	STR B En/Dis Aberrat v04		B	1	1	N	F	Y		08:55:18	AC-FCP-351	4	29/03/2019		2
AACF353A	STR A Set Peltier T v04		B	1	1	N	F	Y		08:55:21	AC-FCP-353	4	29/03/2019		2
AACF353B	STR A EnDis Peltier  v04		B	1	1	N	F	Y		08:55:21	AC-FCP-353	4	29/03/2019		2
AACF353C	STR B Set Peltier T v04		B	1	1	N	F	Y		08:55:22	AC-FCP-353	4	29/03/2019		2
AACF353D	STR B EnDis Peltier v04		B	1	1	N	F	Y		08:55:23	AC-FCP-353	4	29/03/2019		2
AACF400A	IMU Gyro Channel ON v07	IMU A and B Gyro Channel Switch ON	B	1	1	N	F	Y		08:55:28	AC-FCP-400	7	29/03/2019		2
