CCDT0047TM	State values of a TC link	U	2
CCDT0048TC	Function ID	U	63
CCDT0049TM	Disabled/Enabled status	U	2
CCDT0050TX	Equipment function ID	U	275
CCDT0051TM	Selected PM image	U	2
CCDT0052TM	Selected PM image	U	2
CCDT0054TM	Off_On	U	2
CCDT0055TM	Processor Module ID	U	2
CCDT0056TM	Defines the health status of the	U	3
CCDT0057TM	Safe/Failed status	U	2
CCDT0058TM	Equipment Side	U	3
CCDT0059TM	identifies the segment error	U	2
CCDT0060TM	SGM operation access type (READ	U	2
CCDT0061TM	SGM group type (RAM / EEPROM))	U	2
CCDT0062TM	SGM Unit ID (A or B)	U	3
CCDT0063TM	TTR identifier	U	2
CCDT0064TM	TTR Operation	U	5
CCDT0065TM	SCV OFF/ON type	U	3
CCDT0066TM	SCV OP type	U	3
CCDT0067TM	Reason of failure	U	6
CCDT0068TM	Health status of the OBDH link	U	2
CCDT0070TM	SCV mode	U	3
CCDT0071TM	serial link error type	U	2
CCDT0072TM	operation leading to the error	U	2
CCDT0073TM	Set / Not Set	U	2
CCDT0074TM	defines the spacewire interface	U	2
CCDT0076TM	defines the spacewire operation	U	2
CCDT0077TM	status indicating the type of er	U	2
CCDT0078TM	SCV unit preselection	U	2
CCDT0079TM	Virtual channel ID	U	8
CCDT0080TM	Closed_Open	U	2
CCDT0081TM	Error Codes in Event EID_FMS_FAT	U	2
CCDT0082TX	File types	U	8
CCDT0083TM	hdsw return status	U	9
CCDT0084TM	Nominal_Redundant	U	2
CCDT0085TM	Task Name	U	34
CCDT0086TM	Kind of task (cyclic|asynchronou	U	4
CCDT0087TM	TC sequencer error type	U	2
CCDT0088TM	TC sequencer service state	U	3
CCDT0089TX	OMM bank identifier	U	4
CCDT0090TX	Circular/Bounded	U	2
CCDT0091TM	Circular/Bounded	U	3
CCDT0092TM	OMM unit init status	U	2
CCDT0093TM	OMM unit id	U	3
CCDT0094TM	status of the different OMM proc	U	5
CCDT0095TM	OMM set state	U	2
CCDT0096TM	defines the spacewire operation	U	43
CCDT0097TX	defines the OMM units	U	2
CCDT0098TM	calibration of the OMM unit stat	U	16
CCDT0101TM	Downlink status	U	8
CCDT0102TM	Storage retrieval service state	U	3
CCDT0103TX	SSMM identifier	U	2
CCDT0104TM	Store Id	U	10
CCDT0105TM	PUS configuration TC file identi	U	4
CCDT0107TC	IMU Accelerometers Channel selec	U	4
CCDT0109TC	STR ASP Channels	U	2
CCDT0113TC	RIU Controller identifier	U	2
CCDT0114TC	PCDU DHS identifiers enumeration	U	2
CCDT0116TM	Enumeration used to assign value	U	2
CCDT0117TM	Enumeration used to determine to	U	4
CCDT0118TM	RIU/FSS Token status Enumeration	U	4
CCDT0119TC	IMU Gyro Channel selection enume	U	8
CCDT0121TM	OBCP execution Error	U	12
CCDT0122TM	OBCP Execution Failure	U	24
CCDT0124TM	OBCP state	U	5
CCDT0125TX	LCL/SSS Switch On/Off Enumeratio	U	2
CCDT0126TX	Process IDentifier reachable wit	U	60
CCDT0129TC	STR unit enumeration	U	2
CCDT0131TC	WDE channel selection enumeratio	U	4
CCDT0132TM	Current status of the AOCS funct	U	3
CCDT0133TM	System Initialisation Part Ident	U	8
CCDT0135TM	Identifies requested AOCS Mode.	U	5
CCDT0136TM	Identifies requested AOCS Submod	U	23
CCDT0137TM	Thruster branches	U	2
CCDT0138TC	Thruster branches. Referred to a	U	2
CCDT0139TM	Result of unit check	U	2
CCDT0140TM	Current status of the commanding	U	4
CCDT0141TC	Equipment / Device / Internal fu	U	399
CCDT0142TM	Enumeration used to assign value	U	3
CCDT0143TM	Identification of failure causes	U	2
CCDT0144TC	RWL IDs. Referred to as 'Wheel I	U	4
CCDT0145TC	Thruster IDs. Referred to as 'Th	U	9
CCDT0146TM	Validity flag	U	2
CCDT0192TX	Partition	U	11
CCDT0193TC	Slope sign calibration enumerati	U	2
CCDT0196TM	Acknowledge Status	U	4
CCDT0197TM	Acknowledge Type	U	2
CCDT0198TM	Antenna identifier	I	4
CCDT0200TC	APME unit A/B identifiers enumer	U	2
CCDT0204TM	Context Request in execution	U	3
CCDT0205TM	DST identifier	U	2
CCDT0207TM	Pid used by S22 Context	U	56
CCDT0208TM	Instrument ID	U	14
CCDT0210TM	1553 bus status	U	5
CCDT0216TC	Dst TLM Modulation Inteface Sele	U	2
CCDT0220TM	DPL Deployment Output identifier	U	132
CCDT0222TC	Dst Tx On/Off Selection enumerat	U	2
CCDT0229TM	TWTA Controller identifier	U	2
CCDT0232TX	Dst DOR Modulation Index Selecti	U	3
CCDT0233TX	PN Ranging	U	2
CCDT0234TX	DST ranging enumeration	U	2
CCDT0235TX	Dst Symbol Rate Selection enumer	U	67
CCDT0252TM	Identification of reason for an	U	2
CCDT0253TM	Identification of illuminated se	U	2
CCDT0259TM	The possible attitude control op	U	3
CCDT0260TM	The possible attitude estimator	U	4
CCDT0261TM	The possible attitude guidance o	U	4
CCDT0262TX	DEU unit identifier enums	U	3
CCDT0271TM	1553 Bus channel	U	2
CCDT0272TM	CEL Management error	U	3
CCDT0273TM	Deployment status definition	U	3
CCDT0280TX	IMU selection enumeration	U	2
CCDT0281TC	Antenna identifier	I	2
CCDT0282TX	ID of a payload instrument	U	10
CCDT0283TX	Dst TLM Modulation Index Selecti	U	5
CCDT0284TX	SSMM input controller id	U	2
CCDT0285TM	WGS identifier	U	5
CCDT0287TX	SADE Motion Direction	U	2
CCDT0288TM	Motor mode	U	4
CCDT0289TX	SADE Step Mode	U	8
CCDT0290TM	End stop status	U	2
CCDT0291TX	SADE System Mode	U	5
CCDT0294TM	Accelerometer axis Iidentifiers.	U	4
CCDT0295TM	Indicates whether a condition is	U	2
CCDT0296TM	CPS Branch enumeration	U	4
CCDT0297TM	Indication of the Delta_V state	U	5
CCDT0298TX	Delta-V termination method. Refe	U	2
CCDT0299TX	Dst Rx identifiers enumeration	U	2
CCDT0300TX	Dst Tx identifiers enumeration	U	2
CCDT0301TM	Flexure filter selection	U	4
CCDT0302TX	FSS selection enumeration	U	5
CCDT0303TX	Identifies Gyro-Stellar Estimato	U	3
CCDT0304TM	Offloading state	U	3
CCDT0305TM	Identifies one of the profiles.	U	5
CCDT0308TM	Initiation steps of RWU Check Ou	U	4
CCDT0309TM	Progress of the RWU Check Out	U	3
CCDT0311TM	The possible wheel speed options	U	3
CCDT0312TX	Identifies Wheel Speed Guidance	U	8
CCDT0313TX	Dst TM symbol rate modulation id	U	147
CCDT0318TM	Health status for the TTR	U	2
CCDT0319TM	TTR Accessor request results	U	4
CCDT0322TM	Door number enums	U	6
CCDT0326TM	Index indicating zero, one or mo	U	6
CCDT0329TC	SADE (SA) Steering Profile Types	U	2
CCDT0330TC	Source	U	2
CCDT0332TM	success or failure	U	2
CCDT0334TM	Solar Array Wing ID	U	2
CCDT0341TX	Dst Tlm Modulation Scheme Select	U	2
CCDT0342TM	Dst unit IDs	U	4
CCDT0343TM	LEOP equip ID	U	3
CCDT0344TM	LEOP failure ID	U	8
CCDT0345TM	TTR encoding (tubocode))	U	2
CCDT0354TM	AOCS Core function ID	U	13
CCDT0355TM	Door open/close state.	U	3
CCDT0356TM	Door microswitch state	U	2
CCDT0359TM	Navigation status indicating whe	U	3
CCDT0360TM	Navigation status indicating the	U	2
CCDT0361TM	Navigation status indicating whe	U	2
CCDT0364TM	PCDU DHS identifiers enumeration	U	3
CCDT0365TM	Invalid_Valid	U	2
CCDT0366TM	LV Open state	U	2
CCDT0367TM	SADE unit identifier	U	3
CCDT0371TM	Bi-level discrete monitoring sta	U	3
CCDT0372TM	CPS Branch ID enumeration	U	2
CCDT0374TM	Reason selecting last chance con	U	6
CCDT0375TM	WGS position ID for commanded po	U	3
CCDT0376TM	WGS position ID for read positio	U	2
CCDT0377TM	WGS position ID for read positio	U	2
CCDT0382TM	Tm Extraction status	U	6
CCDX0004TM	Event ID list	U	1
CCDX0005TM	Boolean	U	8
CCDX2000TM	DUP RM prog set, AT Ptr reg	U	4
CCDX2001TM	DUP RM prog set PAP tbl	U	4
CCDX5021TM	TCF Selection	U	4
CCDX5022TM	ECL Selection	U	4
CCDX9317TM	TME_TmEnCfg1-Pat	U	4
CCDX9318TM	TME_TmEnCfg1-TST	U	2
CCDX9319TM	TME_TmEnCfg1-TuR	U	4
CCDX9320TM	TME_TmEnCfg1-TU	U	2
CCDX9321TM	TME_TmEnCfg1-RS	U	2
CCDX9322TM	TME_TmEnCfg1-CvR	U	6
CCDX9323TM	TME_TmEnCfg1-CV	U	2
CCDX9324TM	TME_TmEnCfg1-PR	U	2
CCDX9325TM	TME_TmEnCfg1-PS	U	2
CCDX9326TM	TME_TmEnCfg1-SCW	U	4
CCFXD001TM	SADE Msg error condition	U	7
CCS2Z00DTM	unit where function is executed	U	9
CCSX0001TM	SCV Status	U	27
CCXX000CTM	BUMTL file selection	U	2
CDMT0000TM	Current status	U	5
CDMT0001TM	Pinpuller Release status	U	2
CDMT0002TM	Odd parity in TMs	U	2
CDMT0003TM	Motor Direction TM	U	2
CDMT0004TM	Release sequence failure	U	2
CDMT0005TM	Motor current error	U	2
CDMT0006TM	Message rejected status	U	2
CDMT0007TM	Overcurrent alarm status	U	2
CDMT0008TM	Initialization error status	U	2
CDMT0009TM	Reset pulse error status	U	2
CDMT0010TM	Motor TM identifier	U	6
CDMTX000TM	DEU last received 1553 command	U	1192
CDST0001TM	Rng_Sel	U	2
CDST0002TM	PN_Rng_Scheme	U	2
CDST0003TM	TC_Bit_Rate_Sel	U	6
CDST0004TM	TX_Output_Power_Sel	U	64
CDST0005TM	TLM_Mod_Index_Sel	U	5
CDST0006TM	TLM_Symbol_Rate_Sel	U	67
CDST0008TM	DOR_Mod_Index_Sel	U	3
CDST0009TM	TLM_Mod_Scheme_Sel	U	2
CDST0010TM	Transponder Status	U	11
CDST0011TM	Reset Executed	U	2
CDST0012TM	Disarmed_Armed	U	2
CDST0029TM	Presence / absence of Equipments	U	4
CDST0046TM	TTRMA_TTRMB	U	2
CIAT0002TM	HIS_OPER_MODE	U	10
CIAT0003TM	HIS_MODE_CHANGE	U	4
CIAT0004TM	EN_DIS	U	2
CIAT0005TM	EM_FM	U	2
CIAT0006TM	ON_OFF	U	2
CIAT0007TM	HV_LIMIT	U	2
CIAT0008TM	DISABLE	U	2
CIAT0009TM	WDOG_STATUS	U	2
CIAT0010TM	SCI_SID	U	72
CIAT0016TM	HK_SID	U	21
CIAT0017TM	DPU_CURR_STATUS	U	4
CIAT0018TM	DPU_TC_MAN_STATUS	U	2
CIAT0019TM	DPU_TC_QUEUE_STATE	U	2
CIAT0020TM	BOOL	U	2
CIAT0021TM	STATE	U	4
CIAT0022TM	EAS_MODE	U	12
CIAT0024TM	CYC_MODE	U	5
CIAT0025TM	HIS_STATE	U	2
CIAT0027TM	PAS_MODE	U	5
CIAT0028TM	SWA_DPU_STATUS	U	2
CIAT0029TM	SPW_AUTOSTART	U	2
CIAT0030TM	LINK_EN	U	2
CIAT0031TM	SPW_START	U	2
CIAT0032TM	VALID	U	2
CIAT0033TM	PARAM_ID	U	55
CIAT0034TM	MEM_ID	U	53
CIAT0035TM	PAR_TYPE	U	4
CIAT0036TM	MACRO_RET_VAL	U	6
CIAT0037TM	ERR_ID	U	3
CIAT0039TM	RET_VAL	U	2
CIAT0040TM	BURST_MODE	U	5
CIAT0041TM	LAST_RES	U	3
CIAT0042TM	EXOS_ERR	I	71
CIAT0043TM	QUEUE_ERROR	U	22
CIAT0044TM	SEN_ID	U	4
CIAT0045TM	EVENT_ID	U	248
CIAT0046TM	MACRO_STATUS	U	2
CIAT0047TM	MON_STATUS	U	2
CIAT0048TM	SPW_TIMECODE	U	2
CIAT0049TM	AC_LINK_ERROR	U	2
CIAT0050TM	OPTO_SYNCED	U	2
CIAT0051TM	RX_SIDE	U	2
CIAT0052TM	SWEEP_STATUS	U	2
CIAT0053TM	SWEEP_EN	U	2
CIAT0054TM	RANGE	U	2
CIAT0055TM	MASTER_SWEEP_STATUS	U	4
CIAT0056TM	QUALITY	U	4
CIAT0057TM	POS_NEG	U	2
CIAT0058TM	COMPR_STATUS	U	2
CIAT0059TM	CTRL_STATUS	U	2
CIAT0060TM	TRIGG_MODE	U	2
CIAT0061TM	MULTI_SSD	U	2
CIAT0062TM	SEL-A	U	2
CIAT0063TM	SEL-B	U	2
CIAT0064TM	DSCB_COINC	U	4
CIAT0065TM	LOSSY_COMPR	U	2
CIAT0066TM	FAILURE_ID	U	187
CIAT0067TM	FZ_RET_VAL	U	6
CIAT0068TM	SDP_ERR	U	94
CIAT0069TM	RUNNING_STATE	U	2
CIAT0070TM	OCP_PROTECTION	U	2
CIAT0071TM	GOODNESS	U	2
CIAT0072TM	HIS_MACRO_STATUS	U	2
CIAT0074TM	HIS_SIDE	U	2
CIAT0075TM	HIS_OCCURR	U	2
CIAT0076TM	RECOVERY_ID	U	4
CIAT0077TM	RECOVERY_CODE	U	21
CIAT0078TM	MON_ID	U	101
CIAT0079TM	ERROR	U	2
CIAT0080TM	RECOVERY	U	2
CIAT0081TM	PAS_INFO	U	6
CIAT0082TM	PAS_SCHEME	U	2
CIAT0083TM	FALSE_TRUE	U	2
CIAT0084TM	HIS_PWR	U	2
CIAT0085TM	HIS_MODE_TYPE	U	2
CIAT0086TM	HIS_FDIR_STATUS	U	2
CIAT0087TM	HIS_LAST_RUNNING_FDIR	U	16
CIAT0088TM	EXOS_LL_EVENT	U	6
CIAT0089TM	FAIL_ID	U	32
CIAT0090TM	PROC_ID	U	65
CIAT0091TM	SAFE_TC_EN	U	2
CIAT0092TM	PAR_ID	U	65
CIAT0093TM	VAL_PAR_ID	U	9
CIAT0094TM	EV_ID	U	23
CIAT0095TM	PAS_MACRO_STAE	U	4
CIAT0096TM	ERR_REPORT_ID	U	6
CIAT0097TM	PAS_DATA_VALIDITY	U	7
CIAT0098TM	SUM_PAS	U	4
CIAT0099TM	EAS_DATA_VALIDITY	U	9
CIAT0100TM	SUM_EAS	U	2
CIAT0101TM	SUM_EAS	U	2
CIAT0102TM	DPU_POW_STATUS_1	U	2
CIAT0103TM	DPU_POW_STATUS_2	U	2
CICT0005TM	Slit_Number	U	4
CICT0010TM	Spice_Mode	U	6
CICT0015TM	HV Plug Status	U	3
CICT0020TM	Image_Type	U	2
CICT0025TM	Service20 Counter	U	4
CICT0030TM	CheckSumStatus	U	2
CICT0195TM	MemoryLoadStatus	U	10
CICT0200TM	ScienceAPIDs	U	3
CICT0205TM	MemoryIDs	U	16
CICT0210TM	FSW Table Types	U	28
CICT0216TM	Spacewire State	U	8
CICT0230TM	Active_Interface	U	2
CICT0235TM	IPF_Interface_Rate	U	2
CICT0240TM	CalibrationMode	U	8
CICT0245TM	SDRAM_Ready	U	2
CICT0250TM	ImagingMode	U	3
CICT0255TM	AlignWindowMode	U	4
CICT0260TM	PixelMode	U	2
CICT0265TM	FEE_SpW_FIFO_Stat	U	5
CICT0270TM	PixelControl	U	2
CICT0275TM	Pixel_Status	U	4
CICT0280TM	CompressionType	U	8
CICT0285TM	TM_1_2_CODE	U	6
CICT0290TM	TM_1_8_CODE	U	77
CICT0295TM	TM_5_1_EVENTID	U	50
CICT0300TM	TM_5_2_EVENTID	U	138
CICT0305TM	TM_5_3_EVENTID	U	124
CICT0310TM	TM_5_4_EVENTID	U	20
CICT0315TM	Macro_IDs	U	33
CIDT0001TM	Mem ID	U	5
CIDT0002TM	Overall Monitoring Status	U	2
CIDT0003TM	RID_5_1	U	28
CIDT0004TM	Monitoring Status	U	2
CIDT0005TM	RID_MONITOR	U	98
CIDT0006TM	Target Mode	U	3
CIDT0007TM	Flags ON/OFF	U	2
CIDT0008TM	ASW Type	U	2
CIDT0009TM	SIS Err Type	U	3
CIDT0010TM	MEM_ERR_CODES	U	12
CIDT0011TM	CAU Err Types	U	3
CIDT0012TM	DescPoolFlag	U	2
CIDT0013TM	Mode Trans	U	2
CIDT0014TM	RID_5_4	U	74
CIDT0015TM	RID_5_2	U	7
CIDT0016TM	Index Tables	U	4
CIDT0017TM	Structure ID	U	5
CIDT0018TM	Error Code TM 1,2	U	9
CIDT0019TM	Error Code TM 1,8	U	7
CIDT0020TM	EPD Private Error	U	36
CIDT0022TM	CCSDS Param Error	U	7
CIDT0023TM	Trap Source	U	14
CIDT0024TM	HK TC Error	U	4
CIDT0025TM	Events TC Error	U	3
CIDT0026TM	EventActions TC Error	U	3
CIDT0027TM	Science TC Error	U	4
CIDT0028TM	Time Updt Error	U	2
CIDT0029TM	ReadOut Status	U	2
CIDT1000TM	Iris Closed Telltale	U	2
CIDT1001TM	Mode	U	2
CIDT1002TM	CFD Pulse Width	U	8
CIDT1003TM	CFD Select	U	4
CIDT1004TM	Pulse Rate	U	4
CIDT1005TM	Pulse Enb 1	U	4
CIDT1006TM	Pulse Enb 2	U	2
CIDT1007TM	Alarm Type	U	2
CIDT1008TM	Macro Learn	U	2
CIDT1009TM	Burst Trigger	U	2
CIDT1010TM	TOF	U	3
CIDT1011TM	Iris Auto	U	2
CIDT1012TM	SIS State	U	2
CIDT1013TM	Cause	U	2
CIDT1014TM	Aliveness	U	2
CIDT1015TM	Power Down	U	2
CIDT1016TM	Code Ram	U	7
CIDT1017TM	Reserved 2	U	1
CIDT1018TM	Reserved 1	U	1
CIDT1019TM	Iris Open Telltale	U	2
CIDT1020TM	Macro?	U	2
CIDT1021TM	Event Board Heater	U	2
CIDT1022TM	LVPS Heater	U	2
CIDT1023TM	Reserved 3 bits	U	1
CIDT1024TM	Iris Flag	U	2
CIDT1025TM	Abort Flag	U	2
CIDX0500TM	EPD Mode Calibration	U	3
CIHTCAMRTM	pauseState of IS/camera	U	2
CIHTCFIDTM	Service 1 failure ID code	U	11
CIHTCOMPTM	Comparison Type	U	4
CIHTCSTATM	SC Script task states	U	14
CIHTDIENTM	Disabled/Enabled	U	2
CIHTDOORTM	Door Position	U	4
CIHTEVIDTM	System Event Codes	U	238
CIHTEVTYTM	Event Severity	U	4
CIHTFATRTM	False/True to 255	U	2
CIHTFCPSTM	state of CPIO operation	U	4
CIHTFERCTM	File Manager Error Code	I	44
CIHTHCDVTM	heater zone duty value	U	2
CIHTIPFNTM	IP Function Code	U	133
CIHTIPSTTM	IMAGE_STAT_DSC	U	15
CIHTMACNTM	SM last action	U	9
CIHTMODETM	Active/Passive	U	2
CIHTRCNFTM	Nominal, Redundant SpwLink	U	2
CIHTRULETM	Autonomy Rule	U	19
CIHTSMIDTM	Memory ID	U	8
CIHTTEVTTM	Reset Event Number	U	4
CIHTTMODTM	Telemetry Mode	U	2
CIHTTTYPTM	Reset Type	U	3
CIHTWLNKTM	Spacewire LinkState	U	6
CIHTZONETM	IH heater zone state	U	4
CIMT0001TM	Memory ID	U	4
CIMT0002TM	Sensor ID	U	2
CIMT0003TM	SPW Status	U	8
CIMT0004TM	Sensor Range	U	4
CIMT0005TM	Mode ID	U	16
CIMT0006TM	Mode Transition ID	U	4
CIMT0007TM	Trigger Source	U	3
CIMT0008TM	Filter Type	U	4
CIMT0009TM	HKADC ID	U	2
CIMT0010TM	Event ID	U	100
CIMT0011TM	Failure ID	U	73
CIMT0012TM	Task ID	U	16
CIMT0013TM	Timer ID	U	2
CIMT0014TM	Queue ID	U	4
CIMT0015TM	Task Restart Reason Code	U	2
CIMT0017TM	RTEMS Status Code	I	31
CIMT0018TM	FEE Saturation flags	U	2
CIMT0019TM	FEE CMD Source	U	2
CIMT0021TM	FEE Clock Source	U	2
CIMT0022TM	FEE AutoRange Delay	U	32
CIMT0026TM	FEE Overflow	U	2
CIMT0027TM	spw Setup	I	3
CIMT0028TM	FEE ID	U	2
CIMT0029TM	Buffer ID	U	4
CIMT0030TM	Filter ID	U	4
CIMT0031TM	Burst Rate ID	U	3
CIMT0032TM	Semaphore ID	U	5
CIMT0041TM	General_event_1	U	1
CIMT0043TM	General_event_3	U	3
CIMT0044TM	General_event_4	U	4
CIMT0045TM	Patchable_Unpatchable	U	2
CIMT0046TM	Release_NonRelease	U	2
CIMT0047TM	Watchdog initialization status	I	2
CIMT0048TM	General TC Failure Id	U	1
CIMT0049TM	SPW TM Node Id	U	2
CIPT0100TM	PHI_FailureID	U	35
CIPT0300TM	PHI_StructureID	U	13
CIPT0301TM	PHI_Telescope	U	2
CIPT0302TM	PHI_ISSStatus	U	4
CIPT0303TM	PHI_SpaceWireStatus	U	7
CIPT0304TM	PHI_Overcurrent	U	2
CIPT0500TM	PHI_EventID	U	27
CIPT0511TM	PHI_TransferID	U	9
CIPT0520TM	PHI_PerformedTest	U	13
CIPT0535TM	PHI_CRCSource	U	6
CIPT0553TM	PHI_RFPGA_SEU_Type	U	4
CIPT0600TM	PHI_MemoryID	U	8
CIPT1500TM	PHI_ScienceStructureID	U	1
CIPT1832TM	PHI_RAMFS_Error	U	27
CIPT1833TM	PHI_NORFS_Error	U	12
CIPT1834TM	PHI_NANDFS_Error	U	1
CIPTE700TM	PHI_VMMMessage	U	50
CIPTE801TM	PHI_Mode	U	11
CIPTE802TM	PHI_Service	U	14
CIPTE80ETM	PHI_Compression	U	4
CIPTE814TM	PHI_Configuration	U	34
CIPTE834TM	PHI_HeaterMode	U	4
CIPTE83CTM	PHI_MechanismID	U	4
CIPTE83DTM	PHI_Direction	U	2
CIPTE866TM	PHI_ISSMode	U	2
CIPTE896TM	PHI_MonitoringType	U	22
CIPTE897TM	PHI_MonitoringAction	U	4
CIPTE898TM	PHI_MonitoringStatus	U	3
CIPTE900TM	PHI_FileSystem	U	4
CIPTE904TM	PHI_LastListing	U	2
CIPTE914TM	PHI_GPIOPort	U	29
CIPTE91ETM	PHI_SPINode	U	2
CIPTE928TM	PHI_SoCWNode	U	8
CIPTE932TM	PHI_RFPGA	U	6
CIPTH011TM	PHI_VersionModified	U	2
CIPTH091TM	PHI_AnnealingStatus	U	3
CITT1000TM	ON/OFF STATUS TABLE	U	2
CITT1002TM	Disabled/Enabled TABLE	U	2
CITT1004TM	TRUE/FALSE Table	U	2
CITT1032TM	CHECKING_STATUS	U	5
CITT1055TM	PMP TCS Set Point	U	4
CITT1072TM	HV_SAFE STATUS	U	2
CITT1112TM	TM_1_2 ERROR_CODE	U	15
CITT1118TM	TM_1_8_ERROR_CODE	U	123
CITT1120TM	HK SID	U	17
CITT1131TM	Memory Identifier (Dump)	U	9
CITT1133TM	Memory Identifier (Check)	U	6
CITT1161TM	Event ID (EID)	U	60
CITT1163TM	ERROR_CODE	U	112
CITT1164TM	RECOVERY_LEVEL	U	2
CITT1165TM	Monitoring Data Set	U	3
CITT2007TM	Direction_of_Motion	U	2
CITT2009TM	CONFIG ID	U	6
CITT2019TM	Detectr ID VL-UV	U	2
CITT2022TM	SW Image Status	U	4
CITT2023TM	Scientific DATA Type	U	10
CITT2030TM	IMSW_Operational_Mode	U	13
CITT2033TM	Pack	U	31
CITT2035TM	Requested Acquisition Status	U	3
CITT2036TM	Task Status	U	7
CITT9001TM	OK_FAILED	U	2
CITT9002TM	NOerr_ERR	U	2
CITT9003TM	VALID_INVALID	U	2
CITT9004TM	FAIL_SUCCESS	U	2
CITT9005TM	SW_IMG_1ST_2ND	U	2
CITT9006TM	LOW_HI_PRIORITY	U	2
