PCAB0122	Thruster 9 on time (s)	5	1	R			N				R			
PCAB0125	RWL torque command	3	12	R	D		N				R			
PCAB0132	GSE parameters IDs	2	8	A	D		T			CCDT0303TX	R			
PCAB0133	WSG set point	2	8	A	D		T			CCDT0312TX	R			
PCAB0134	Axis 1 bias (m/s^2)	5	1	R			N				R			
PCAB0135	Axis 2 bias (m/s^2)	5	1	R			N				R			
PCAB0136	Axis 3 bias (m/s^2)	5	1	R			N				R			
PCAB0137	Axis 4 bias (m/s^2)	5	1	R			N				R			
PCAB0138	Delta V Angle (rad)	5	1	R			N				R			
PCAB0139	Final OCM P Ramp Coeff	5	1	R			N				R			
PCAB013A	Init OCM P Ramp Coeff	5	1	R			N				R			
PCAB013B	OCM F ramp coefficient	5	1	R			N				R			
PCAB013C	OCM M ramp coefficient	5	1	R			N				R			
PCAB013D	OCM P duration	5	1	R			N				R			
PCAB013E	OCM F trans. threshold	5	1	R			N				R			
PCAB013F	Perp Delta V Gain	5	1	R			N				R			
PCAB0140	Perp Impulse Gain	5	1	R			N				R			
PCAB0141	Total delta V	5	1	R			N				R			
PCAB0142	Total impulse	5	1	R			N				R			
PCAB0143	Delta V term method	2	16	A	D		T			CCDT0298TX	R			
PCAB0144	Wheel 1 momentum	5	1	R			N				R			
PCAB0145	Wheel 2 momentum	5	1	R			N				R			
PCAB0146	Wheel 3 momentum	5	1	R			N				R			
PCAB0147	Wheel 4 momentum	5	1	R			N				R			
PCAB0148	Wheel 1 momentum	5	1	R			N				R			
PCAB0149	Wheel 2 momentum	5	1	R			N				R			
PCAB014A	Wheel 3 momentum	5	1	R			N				R			
PCAB014B	Wheel 4 momentum	5	1	R			N				R			
PCAB014C	Wheel speed ctrl method	2	16	A	D		T			CCDT0310TC	R			
PCAB0150	Calibration duration (s)	5	1	R			N				R			
PCAP0000	EID	2	16	A	D		T			CCDT0004TX	R			
PCAX0003	Parameter ID	3	14	R	D		P				R			
PCAX0004	Parameter ID	3	14	R	D		P				R			
PCAX0005	Parameter ID	3	14	R	D		P				R			
PCAX0006	Parameter ID	3	14	R	D		P				R			
PCAX0007	Parameter ID	3	14	R	D		P				R			
PCAX0008	Parameter ID	3	14	R	D		P				R			
PCAX0009	Parameter ID	3	14	R	D		P				R			
PCAX0010	Parameter ID	3	14	R	D		P				R			
PCAX0011	Parameter ID	3	14	R	D		P				R			
PCAX0012	Parameter ID	3	14	R	D		P				R			
PCAX0013	Parameter ID	3	14	R	D		P				R			
PCAX0014	Parameter ID	3	14	R	D		P				R			
PCAX0015	Parameter ID	3	14	R	D		P				R			
PCAX0016	Parameter ID	3	14	R	D		P				R			
PCAX0017	Parameter ID	3	14	R	D		P				R			
PCAX0018	Parameter ID	3	14	R	D		P				R			
PCAX0019	Parameter ID	3	14	R	D		P				R			
PCAX0020	Parameter ID	3	14	R	D		P				R			
PCAX0021	Parameter ID	3	14	R	D		P				R			
PCAX0022	Parameter ID	3	14	R	D		P				R			
PCAX0023	Parameter ID	3	14	R	D		P				R			
PCAX0024	Parameter ID	3	14	R	D		P				R			
PCAX0025	Parameter ID	3	14	R	D		P				R			
PCAX0026	Parameter ID	3	14	R	D		P				R			
PCAX0027	Parameter ID	3	14	R	D		P				R			
PCAX0028	Parameter ID	3	14	R	D		P				R			
PCAX0029	Parameter ID	3	14	R	D		P				R			
PCAX0030	Parameter ID	3	14	R	D		P				R			
PCAX0031	Parameter ID	3	14	R	D		P				R			
PCAX0032	Parameter ID	3	14	R	D		P				R			
PCAX0033	Parameter ID	3	14	R	D		P				R			
PCAX0034	Parameter ID	3	14	R	D		P				R			
PCAX0035	Parameter ID	3	14	R	D		P				R			
PCAX0036	Parameter ID	3	14	R	D		P				R			
PCAX0037	Parameter ID	3	14	R	D		P				R			
PCAX0038	Parameter ID	3	14	R	D		P				R			
PCAX0039	Parameter ID	3	14	R	D		P				R			
PCAX0040	Parameter ID	3	14	R	D		P				R			
PCAX0041	Parameter ID	3	14	R	D		P				R			
PCAX0042	Parameter ID	3	14	R	D		P				R			
PCAX0043	Parameter ID	3	14	R	D		P				R			
PCAX0044	Parameter ID	3	14	R	D		P				R			
PCAX0045	Parameter ID	3	14	R	D		P				R			
PCAX0046	Parameter ID	3	14	R	D		P				R			
PCAX0047	Parameter ID	3	14	R	D		P				R			
PCAX0048	Parameter ID	3	14	R	D		P				R			
PCAX0049	Parameter ID	3	14	R	D		P				R			
PCAX0050	Parameter ID	3	14	R	D		P				R			
PCAX0051	Parameter ID	3	14	R	D		P				R			
PCAX0052	Parameter ID	3	14	R	D		P				R			
PCAX0053	Parameter ID	3	14	R	D		P				R			
PCAX0054	Parameter ID	3	14	R	D		P				R			
PCAX0055	Parameter ID	3	14	R	D		P				R			
PCAX0056	Parameter ID	3	14	R	D		P				R			
PCAX0057	Parameter ID	3	14	R	D		P				R			
PCAX0058	Parameter ID	3	14	R	D		P				R			
PCAX0059	Parameter ID	3	14	R	D		P				R			
PCAX0060	Parameter ID	3	14	R	D		P				R			
PCAX0091	Parameter ID	3	14	R	D		P				R			
PCAX0092	Parameter ID	3	14	R	D		P				R			
PCAX0093	Parameter ID	3	14	R	D		P				R			
PCAX00C2	Parameter value	4	14	R			N				R			
PCAX00C3	Parameter value	4	14	R			N				R			
PCAX00C4	Parameter value	4	14	R			N				R			
PCAX0125	RW Torque Direction	2	1	A	D		T			CCDT0287TX	R			
PCAX0126	RW Torque Magnitude	3	8	R	D	Nm	C		CRWX0001TC		R			
PCAX0844	Parameter ID00	3	14	R	D		P				R			
PCAX0845	ForceMatFull[X,THR1]	5	1	R			N				R			
PCAX0846	Parameter ID01	3	14	R	D		P				R			
PCAX0847	ForceMatFull[X,THR2]	5	1	R			N				R			
PCAX0848	Parameter ID02	3	14	R	D		P				R			
PCAX0849	ForceMatFull[X,THR3]	5	1	R			N				R			
PCAX0850	Parameter ID03	3	14	R	D		P				R			
PCAX0851	ForceMatFull[X,THR4]	5	1	R			N				R			
PCAX0852	Parameter ID04	3	14	R	D		P				R			
PCAX0853	ForceMatFull[X,THR5]	5	1	R			N				R			
PCAX0854	Parameter ID05	3	14	R	D		P				R			
PCAX0855	ForceMatFull[X,THR6]	5	1	R			N				R			
PCAX0856	Parameter ID06	3	14	R	D		P				R			
PCAX0857	ForceMatFull[X,THR7]	5	1	R			N				R			
PCAX0858	Parameter ID07	3	14	R	D		P				R			
PCAX0859	ForceMatFull[X,THR8]	5	1	R			N				R			
PCAX0860	Parameter ID08	3	14	R	D		P				R			
PCAX0861	ForceMatFull[X,THR9]	5	1	R			N				R			
PCAX0862	Parameter ID10	3	14	R	D		P				R			
PCAX0863	ForceMatFull[Y,THR1]	5	1	R			N				R			
PCAX0864	Parameter ID11	3	14	R	D		P				R			
PCAX0865	ForceMatFull[Y,THR2]	5	1	R			N				R			
PCAX0866	Parameter ID12	3	14	R	D		P				R			
PCAX0867	ForceMatFull[Y,THR3]	5	1	R			N				R			
PCAX0868	Parameter ID13	3	14	R	D		P				R			
PCAX0869	ForceMatFull[Y,THR4]	5	1	R			N				R			
PCAX0870	Parameter ID14	3	14	R	D		P				R			
PCAX0871	ForceMatFull[Y,THR5]	5	1	R			N				R			
PCAX0872	Parameter ID15	3	14	R	D		P				R			
PCAX0873	ForceMatFull[Y,THR6]	5	1	R			N				R			
PCAX0874	Parameter ID16	3	14	R	D		P				R			
PCAX0875	ForceMatFull[Y,THR7]	5	1	R			N				R			
PCAX0876	Parameter ID17	3	14	R	D		P				R			
PCAX0877	ForceMatFull[Y,THR8]	5	1	R			N				R			
PCAX0878	Parameter ID18	3	14	R	D		P				R			
PCAX0879	ForceMatFull[Y,THR9]	5	1	R			N				R			
PCAX0880	Parameter ID20	3	14	R	D		P				R			
PCAX0881	ForceMatFull[Z,THR1]	5	1	R			N				R			
PCAX0882	Parameter ID21	3	14	R	D		P				R			
PCAX0883	ForceMatFull[Z,THR2]	5	1	R			N				R			
PCAX0884	Parameter ID22	3	14	R	D		P				R			
PCAX0885	ForceMatFull[Z,THR3]	5	1	R			N				R			
PCAX0886	Parameter ID23	3	14	R	D		P				R			
PCAX0887	ForceMatFull[Z,THR4]	5	1	R			N				R			
PCAX0888	Parameter ID24	3	14	R	D		P				R			
PCAX0889	ForceMatFull[Z,THR5]	5	1	R			N				R			
PCAX0890	Parameter ID25	3	14	R	D		P				R			
PCAX0891	ForceMatFull[Z,THR6]	5	1	R			N				R			
PCAX0892	Parameter ID26	3	14	R	D		P				R			
PCAX0893	ForceMatFull[Z,THR7]	5	1	R			N				R			
PCAX0894	Parameter ID27	3	14	R	D		P				R			
PCAX0895	ForceMatFull[Z,THR8]	5	1	R			N				R			
PCAX0896	Parameter ID28	3	14	R	D		P				R			
PCAX0897	ForceMatFull[Z,THR9]	5	1	R			N				R			
PCAX0900	FCV1_Cmd_Branch	3	14	R	D		P				R			
PCAX0901	FCV1 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0902	FCV2_Cmd_Branch	3	14	R	D		P				R			
PCAX0903	FCV2 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0904	FCV3_Cmd_Branch	3	14	R	D		P				R			
PCAX0905	FCV3 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0906	FCV4_Cmd_Branch	3	14	R	D		P				R			
PCAX0907	FCV4 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0908	FCV5_Cmd_Branch	3	14	R	D		P				R			
PCAX0909	FCV5 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0910	FCV6_Cmd_Branch	3	14	R	D		P				R			
PCAX0911	FCV6 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0912	FCV7_Cmd_Branch	3	14	R	D		P				R			
PCAX0913	FCV7 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0914	FCV8_Cmd_Branch	3	14	R	D		P				R			
PCAX0915	FCV8 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0916	FCV9_Cmd_Branch	3	14	R	D		P				R			
PCAX0917	FCV9 Selected Branch	2	32	A	D		T			CCDX0139TC	R			
PCAX0919	CPS A SCV Config	3	14	R	D		P				R			
PCAX0920	CPS A Preselection	3	4	R			N				R			
PCAX0921	CPS B SCV Config	3	14	R	D		P				R			
PCAX0922	CPS B Preselection	3	4	R			N				R			
PCAX9000	Reading is required	2	8	A	D		T			CCDT0006TM	R			
PCAXD945	Parameter ID 0	3	14	R	D		P				R			
PCAXD946	PosACCwrtCoMSc [1]	5	1	R			N				R			
PCAXD947	Parameter ID 1	3	14	R	D		P				R			
PCAXD948	PosACCwrtCoMSc[2]	5	1	R			N				R			
PCAXD949	Parameter ID 2	3	14	R	D		P				R			
PCAXD950	PosACCwrtCoMSc[3]	5	1	R			N				R			
PCAXZ001	New value of parameter	5	1	R			N				R			
PCAXZ034	SC Mass	5	1	R			N				R			
PCAXZ035	Blow down factor	5	1	R			N				R			
PCAXZ333	Gyro Nullspace Bias	5	1	R			N				R			
PCD02031	CPDU Output Line Id	3	4	R	D		N	VCD00157			R			
PCD02032	Pulse duration	3	4	R	D		N	VCD00163			R			
PCD02801	Bus ID	2	8	A	D		T			CCDT0031TX	R			
PCD02802	Bus Coupler ID	2	8	A	D		T			CCDT0030TX	R			
PCD02803	Nb of 1553 Cd msgs	3	4	R	D		N	VCD00179			R			
PCD02804	RT Address	2	5	A	D		T			CCDT0040TX	R			
PCD02805	Transmit/Receive flag	2	1	A	D		T			CCDT0039TX	R			
PCD02806	RT Sub-Add or Mode	3	1	R	D		N	VCD00315			R			
PCD02807	Nb of DWs or Mode Code	3	1	R	D		N	VCD00315			R			
PCD02808	Nb of 1553 DWs	3	4	R	D		N	VCD00158			R			
PCD02809	DWs	3	12	R	D		N				R			
PCD02821	SpaceWire link	2	8	A	D		T			CCDT0042TX	R			
PCD02822	SpaceWire coupler ID	2	8	A	D		T			CCDT0041TX	R			
PCD02823	Nb of SpW Cd data octets	3	12	R	D		N	VCD00250			R			
PCD02824	SPW command data byte	3	4	R	D		N				R			
PCD03011	HK SID	3	4	R	D		N	VCD00353			R			
PCD03012	generation period report	3	12	R	D		N	VCD00187			R			
PCD03013	NPARSamplOncePerCollInt	3	4	R	D		N	VCD00186			R			
PCD03014	Datapool parameter ID	3	14	R	D		P				R			
PCD03021	Diag SID	3	4	R	D		N	VCD00351			R			
PCD03025	NFA	3	4	R	D		N	VCD00147			R			
PCD03026	NREP Nb of sampling	3	4	R	D		N				R			
PCD03027	NPAR2 Nb of Par to sampl	3	4	R	D		N	VCD00183			R			
PCD03028	Sampled Parameter ID	3	14	R	D		P				R			
PCD03881	Structure ID (SID)	3	4	R	D		N				R			
PCD038B1	EID	2	16	A	D		T			CCDT0004TX	R			
PCD05051	Nb EIDs	3	4	R	D		N	VCD00243			R			
PCD05801	Nb CEL entries to delete	3	12	R	D		N				R			
PCD05811	SGM_ID	2	8	A	D		T			CCDT0045TC	R			
PCD06021	Memory IDentifier	2	16	A	D		T			CCDT0037TX	R			
PCD06022	StrtAdd of the mem block	3	14	R	D		N				R			
PCD06023	Data Length to load	3	14	R	D		N	VCD00183			R			
PCD06024	Data block to be loaded	3	14	R	D		N				R			
PCD06053	Data Length to dump	3	14	R	D		N	VCD00181			R			
PCD06093	Data Length to check	3	14	R	D		N	VCD00181			R			
PCD06801	Pre-loaded Patches Nb	3	14	R	D		N	VCD00177			R			
PCD068C3	Single 32-bit to Load	3	14	R	D		N				R			
PCD068C4	Mask	3	14	R	D		N				R			
PCD08011	FID	2	8	A	D		T			CCDT0048TC	R			
PCD088C1	Number of function	3	4	R	D		N	VCD00156			R			
PCD09011	Time Rep Gen rate	2	8	A	D		T			CCDT0043TX	R			
PCD09801	Time set Operation	2	8	A	D		T			CCDT0044TC	R			
PCD09802	Time (CUC format)	9	17	T	D						R			
PCD09821	PID	2	8	A	D		T			CCDT0130TC	R			
PCD09822	Period of time	3	4	R	D		N				R			
PCD0B011	Nb Sub-Sched to process	3	4	R	D		N	VCD00164			R			
PCD0B012	Sub-Schedule Identifier	3	4	R	D		N	VCD00265			R			
PCD0B013	Number of Process IDs	3	4	R	D		N	VCD00155			R			
PCD0B014	Process ID	3	4	R	D		N				R			
PCD0B041	Sub_schedule Identifier	3	4	R	D		N	VCD00269			R			
PCD0B042	Nb TCs to add in Sub-Sch	3	4	R	D		N	VCD00170			R			
PCD0B043	Time Tag	9	17	T	D						R			
PCD0B044	Complete TC packet	7	0	R	D		A				R			
PCD0B051	Nb TC blocks to delete	3	4	R	D		N	VCD00186			R			
PCD0B053	SSC of 1st TC to process	3	12	R	D		N				R			
PCD0B054	Nb of TCs to process	3	4	R	D		N				R			
PCD0B061	Time Span	2	8	A	D		T			CCDT0022TC	R			
PCD0B062	Time Tag 1	9	17	T	D						R			
PCD0B063	Time Tag 2	9	17	T	D						R			
PCD0B064	Nb Sub-Scheds to process	3	4	R	D		N	VCD00150			R			
PCD0B066	Number of Process IDs	3	4	R	D		N	VCD00149			R			
PCD0B071	Relative time	10	17	D	D						R		N	
PCD0B072	Nb TCs to shift	3	4	R	D		N	VCD00185			R			
PCD0B085	Nb Sub-Scheds to shift	3	4	R	D		N	VCD00267			R			
PCD0B087	Number of Process IDs	3	4	R	D		N	VCD00188			R			
PCD0B091	Nb PIDs to report	3	4	R	D		N	VCD00186			R			
PCD0C011	Nb PMONs to process	3	4	R	D		N	VCD00156			R			
PCD0C012	PMON Id	3	4	R	D		N	VCD00176			R			
PCD0C031	Max Reporting Delay	3	4	R	D		N				R			
PCD0C051	Nb PMONs to add	3	4	R	D		N	VCD00179			R			
PCD0C054	Validity Parameter ID	3	14	R	D		P				R			
PCD0C055	Monitoring Interval	3	12	R	D		N	VCD00187			R			
PCD0C056	Repetition Interval	3	14	R	D		N	VCD00187			R			
PCD0C057	Monitoring Status	2	8	A	D		T			CCDT0003TX	R			
PCD0C058	NOL - Nature Of Limit	2	8	A	D		T			CCDT0013TX	R			
PCD0C059	Low Limit	7	8	R	D		N				R			
PCD0C05A	Event Report ID (EID1)	2	16	A	D		T			CCDT0004TX	R			
PCD0C05B	High Limit	7	8	R	D		N				R			
PCD0C05C	Event Report ID (EID2)	2	16	A	D		T			CCDT0004TX	R			
PCD0C05D	NOE - Nature of Expected	2	8	A	D		T			CCDT0012TX	R			
PCD0C05E	Bit Mask	3	14	R	D		N				R			
PCD0C05F	Expected Value	3	14	R	D		N				R			
PCD0C05G	Event Report ID (EID3)	2	16	A	D		T			CCDT0004TX	R			
PCD0C061	Nb PMONs to delete	3	4	R	D		N	VCD00175			R			
PCD0C071	Nb PMONs to modify	3	4	R	D		N	VCD00188			R			
PCD0D011	Number of Process IDs	3	4	R	D		N	VCD00270			R			
PCD0D091	FTS Id	3	4	R	D		N	VCD00176			R	1		
PCD0D093	Partition Id	2	8	A	D		T			CCDT0192TX	R			
PCD0D094	File IDentifier	3	14	R	H		N				R			
PCD0D095	File size (in bytes)	3	14	R	D		N				R			
PCD0D096	File Attribute	2	32	A	D		T			CCDT0082TX	R			
PCD0D097	Useful Data File content	7	0	R	D		N				R			
PCD0D0A2	Seq Nb	3	12	R	D		N	VCD00248			R			
PCD0D0B2	Seq Nb	3	12	R	D		N	VCD00248			R			
PCD0D801	File Transfer TimeOut	3	14	R	D		N				R			
PCD0E011	Number of Process IDs	3	4	R	D		N	VCD00243			R			
PCD0E012	Process ID	2	8	A	D		T			CCDT0018TX	R			
PCD0E013	Number of PUS Types	3	4	R	D		N	VCD00254			R			
PCD0E014	PUS type	3	4	R	D		N	VCD00176			R			
PCD0E015	Number of PUS Subtypes	3	4	R	D		N	VCD00153			R			
PCD0E016	PUS subtype	3	4	R	D		N	VCD00176			R			
PCD0E053	Nb SIDs to process	3	4	R	D		N	VCD00246			R			
PCD0E093	Nb SIDs to process	3	4	R	D		N	VCD00246			R			
PCD0E0D1	Number of Process IDs	3	4	R	D		N	VCD00186			R			
PCD0E0D3	Nb EIDs to process	3	4	R	D		N	VCD00268			R			
PCD0E0D4	Event report ID	3	12	R	D		N	VCD00187			R			
PCD0F011	Nb Packet Stores	3	4	R	D		N	VCD00165			R			
PCD0F012	Packet Store Identifier	2	8	A	D		T			CCDT0021TX	R			
PCD0F034	Number of PUS Types	3	4	R	D		N	VCD00254			R			
PCD0F035	PUS type	3	4	R	D		N				R			
PCD0F036	Number of PUS Subtypes	3	4	R	D		N	VCD00154			R			
PCD0F037	PUS subtype	3	4	R	D		N				R			
PCD0F091	Nb Packet Stores	3	4	R	D		N	VCD00165			R			
PCD0F813	Playback Pointer Id	2	8	A	D		T			CCDT0100TC	R			
PCD0F8C4	Nb SIDs to process	3	4	R	D		N	VCD00245			R			
PCD0F934	Nb SIDs to process	3	4	R	D		N	VCD00250			R			
PCD0F963	Buffer size	3	14	R	D		N				R			
PCD0F993	Playback Pointer Id	2	8	A	D		T			CCDT0099TC	R			
PCD0F994	Pk Coarse Start Time	9	15	T	D						R			
PCD0F995	Application ID (APID)	3	12	R	D		N	VCD00236			R			
PCD0F996	Source Sequence Count	3	12	R	D		N	VCD00383			R			
PCD0F9A2	Packet store mode	2	8	A	D		T			CCDT0090TX	R			
PCD10012	Nominal Coupler ID	2	8	A	D		T			CCDT0053TC	R			
PCD10042	MilBus Remote Terminal	2	8	A	D		T			CCDT0069TC	R			
PCD11031	Process IDentifier	2	8	A	D		T			CCDT0126TX	R			
PCD11032	Test connection Timeout	3	4	R	D		N	VCD00176			R			
PCD12011	Unique ID of the OBCP	3	14	R	D		N	VCD00173			R			
PCD12012	Nb Load parameters	3	12	R	D		N	VCD00238			R			
PCD12013	Load parameter	3	4	R	D		N				R			
PCD12032	Is Emergency flag	2	1	A	D		T			CCDT0006TM	R			
PCD12033	Is Auto Delete flag	2	1	A	D		T			CCDT0006TM	R			
PCD12035	Nb Start parameters	3	12	R	D		N	VCD00159			R			
PCD12036	Parameter ID	3	14	R	D		N				R			
PCD12042	Step ID	4	12	R			N	VCD00251			R			
PCD12072	Nb OBCP parameters	3	12	R	D		N	VCD00159			R			
PCD128E2	TM activation status	2	1	A	D		T			CCDT0003TX	R			
PCD128E3	TM period	3	11	R	D		N				R			
PCD13013	TC to send upon event	7	0	R	D		A				R			
PCD13041	Nb Actions to process	3	4	R	D		N	VCD00164			R			
PCD14011	Instrument Id	2	8	A	D		T			CCDT0209TC	R			
PCD14012	Distrib Period	3	12	R	D		N				R			
PCD16041	Process Identifier	2	8	A	D		T			CCDT0202TC	R			
PCD2Z000	Memory ID	2	16	A	H		T			CCD2Z000TC	R			
PCD2Z001	RMH Atmp Count Reg addr	2	32	A	H		T			CCD2Z001TC	R			
PCD2Z002	Counter value	3	14	R	D		N				R			
PCD2Z003	PAP select	2	32	A	H		T			CCD2Z002TC	R			
PCD2Z004	Memory ID	2	16	A	H		T			CCD2Z003TC	R			
PCD2Z005	Memory ID	2	16	A	H		T			CCD2Z004TC	R			
PCD2Z006	Address (SAUs)	2	32	A	H		T			CCD2Z005TC	R			
PCD2Z007	New value of parameter	3	4	R	D		N				R			
PCD2Z008	New value of parameter	3	12	R	D		N				R			
PCD2Z009	New value of parameter	3	14	R	D		N				R			
PCD2Z00A	RM program.set, PAP Ptr	2	32	A	H		T			CCD2Z006TC	R			
PCD2Z00B	RM program.set, AT Ptr	2	32	A	H		T			CCD2Z007TC	R			
PCD2Z00C	Patch #1 Size in bytes	3	14	R	D		N				R			
PCD2Z00D	Patch #1 Source address	3	14	R	H		N				R			
PCD2Z00E	Patch #1 Dest address	3	14	R	H		N				R			
PCD2Z00F	Patch #2 Size in bytes	3	14	R	D		N				R			
PCD2Z00G	Patch #2 Source address	3	14	R	H		N				R			
PCD2Z00H	Patch #2 Dest address	3	14	R	H		N				R			
PCD2Z00J	Patch #3 Size in bytes	3	14	R	D		N				R			
PCD2Z00K	Patch #3 Source address	3	14	R	H		N				R			
PCD2Z00L	Patch #3 Dest address	3	14	R	H		N				R			
PCD2Z00M	Patch #4 Size in bytes	3	14	R	D		N				R			
PCD2Z00N	Patch #4 Source address	3	14	R	H		N				R			
PCD2Z00P	Patch #4 Dest address	3	14	R	H		N				R			
PCD2Z00R	Patch #5 Size in bytes	3	14	R	D		N				R			
PCD2Z00S	Patch #5 Source address	3	14	R	H		N				R			
PCD2Z00T	Patch #5 Dest address	3	14	R	H		N				R			
PCD2Z00U	Patch #6 Size in bytes	3	14	R	D		N				R			
PCD2Z00V	Patch #6 Source address	3	14	R	H		N				R			
PCD2Z00W	Patch #6 Dest address	3	14	R	H		N				R			
PCD2Z00X	Patch #7 Size in bytes	3	14	R	D		N				R			
PCD2Z00Y	Patch #7 Source address	3	14	R	H		N				R			
PCD2Z00Z	Patch #7 Dest address	3	14	R	H		N				R			
PCD2Z010	Patch #8 Size in bytes	3	14	R	D		N				R			
PCD2Z011	Patch #8 Source address	3	14	R	H		N				R			
PCD2Z012	Patch #8 Dest address	3	14	R	H		N				R			
PCD2Z013	Patch #9 Size in bytes	3	14	R	D		N				R			
PCD2Z014	Patch #9 Source address	3	14	R	H		N				R			
PCD2Z015	Patch #9 Dest address	3	14	R	H		N				R			
PCD2Z016	Patch #10 Size in bytes	3	14	R	D		N				R			
PCD2Z017	Patch #10 Source address	3	14	R	H		N				R			
PCD2Z018	Patch #10 Dest address	3	14	R	H		N				R			
PCD2Z019	Patch #11 Size in bytes	3	14	R	D		N				R			
PCD2Z01A	Patch #11 Source address	3	14	R	H		N				R			
PCD2Z01B	Patch #11 Dest address	3	14	R	H		N				R			
PCD2Z01C	Patch #12 Size in bytes	3	14	R	D		N				R			
PCD2Z01D	Patch #12 Source address	3	14	R	H		N				R			
PCD2Z01E	Patch #12 Dest address	3	14	R	H		N				R			
PCD2Z01F	Patch #13 Size in bytes	3	14	R	D		N				R			
PCD2Z01G	Patch #13 Source address	3	14	R	H		N				R			
PCD2Z01H	Patch #13 Dest address	3	14	R	H		N				R			
