AACC303B,STR A Boot Report v04,4,S,AACF314A,0,N,R,00.01.00,00.01.00,R,,,,,N,N,N
AACC303B,STR A to STB no load d07,5,S,AACF304A,0,N,R,00.00.05,00.00.05,R,,,,,N,N,N
AACC303B,STR A Set Peltier T v04,6,S,AACF353A,1,N,R,00.00.10,00.00.10,R,,,,,N,N,N
AACC303B,STR A EnDis Peltier  v04,7,S,AACF353B,1,N,R,00.00.01,00.00.01,R,,,,,N,N,N
AACC303B,STR A En/Dis Aberrat v04,8,S,AACF351A,1,N,R,00.00.01,00.00.01,R,,,,,N,N,N
AACC303B,STR A AAD to NEAT v08,9,S,AACF305A,0,N,R,00.00.01,00.00.01,R,,,,,N,N,N
AACC303B,STR-A Connect. Test v04,10,S,AACF310A,0,N,R,00.03.00,00.03.00,R,,,,,N,N,N
AACC303C,Unprotect Func Mon Parameters,1,C,ZCA08E0D,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC303C,Disable Functional Monitoring,2,C,ZCA08E02,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Disable Monitoring of Parameters,3,C,ZCA00C02,6,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Protect Func Mon Parameters,4,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Unprotect Func Mon Parameters,5,C,ZCA08E0D,2,Y,R,00.00.03,00.00.03,R,,,N,C,N,N,N
AACC303C,Disable Functional Monitoring,6,C,ZCA08E02,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Protect Func Mon Parameters,7,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Select GSE tuning,8,C,ZCAD481F,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Inc GSE Threshold,9,C,ZCAD4831,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Set value of (1-byte integer) pa,10,C,ZCS2Z034,5,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Unprotect Func Mon Parameters,11,C,ZCA08E0D,2,Y,R,00.00.03,00.00.03,R,,,N,C,N,N,N
AACC303C,Enable Functional Monitoring,12,C,ZCA08E01,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Protect Func Mon Parameters,13,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Unprotect Func Mon Parameters,14,C,ZCA08E0D,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Enable Monitoring of Parameters,15,C,ZCA00C01,6,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Enable Functional Monitoring,16,C,ZCA08E01,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Protect Func Mon Parameters,17,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Rpt Current Func Mon List,18,C,ZCA08E08,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303C,Report Current Monitoring List,19,C,ZCA00C08,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Unprotect Func Mon Parameters,1,C,ZCA08E0D,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC303D,Disable Functional Monitoring,2,C,ZCA08E02,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Disable Monitoring of Parameters,3,C,ZCA00C02,6,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Protect Func Mon Parameters,4,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Unprotect Func Mon Parameters,5,C,ZCA08E0D,2,Y,R,00.00.03,00.00.03,R,,,N,C,N,N,N
AACC303D,Disable Functional Monitoring,6,C,ZCA08E02,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Protect Func Mon Parameters,7,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Select GSE tuning,8,C,ZCAD481F,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Inc GSE Threshold,9,C,ZCAD4831,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Set value of (1-byte integer) pa,10,C,ZCS2Z034,5,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Unprotect Func Mon Parameters,11,C,ZCA08E0D,2,Y,R,00.00.03,00.00.03,R,,,N,C,N,N,N
AACC303D,Enable Functional Monitoring,12,C,ZCA08E01,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Protect Func Mon Parameters,13,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Unprotect Func Mon Parameters,14,C,ZCA08E0D,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Enable Monitoring of Parameters,15,C,ZCA00C01,6,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Enable Functional Monitoring,16,C,ZCA08E01,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Protect Func Mon Parameters,17,C,ZCA08E0C,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Rpt Current Func Mon List,18,C,ZCA08E08,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC303D,Report Current Monitoring List,19,C,ZCA00C08,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC304A,STR1 STB Mode,1,C,ZST15002,5,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC304B,STR2 STB Mode,1,C,ZST25002,5,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC307A,STR1 SWM Mode,1,C,ZST15001,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC307B,STR2 SWM Mode,1,C,ZST25001,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC309A,STR1 Select ASP Channel,1,C,ZST15401,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC309A,Start Time Synchronisation to Us,2,C,ZCD00982,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC309B,STR2 Select ASP Channel,1,C,ZST25401,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC309B,Start Time Synchronisation to Us,2,C,ZCD00982,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC352A,STR1 En Dis Opttics Distortion C,1,C,ZST15203,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC352B,STR2 En Dis Opttics Distortion C,1,C,ZST25203,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC354A,STR1 En Dis APS,1,C,ZST15211,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC354B,STR2 En Dis APS,1,C,ZST25211,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC355A,STR1 En Watch Dog,1,C,ZST15210,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC355B,STR2 En Watch Dog,1,C,ZST25210,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC360A,OBDB Initiate Update,1,C,ZCAD4814,1,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC360A,OBDB Update,2,C,ZCADADB2,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC360A,OBDB Pending Updates,3,C,ZCAD4812,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC360A,OBDB Commit Updates,4,C,ZCAD4810,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC360A,Dump OBDB,5,C,ZCAD4811,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400A,Set IMU Gyro SCV Config Presel =,1,C,ZCS2Z00Y,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC400B,Set IMU A Gyro Ch 1 SCV Config S,1,C,ZCS2Z010,1,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC400B,Set IMU A Gyro Ch 2 SCV Config S,2,C,ZCS2Z011,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400B,Set IMU A Gyro Ch 3 SCV Config S,3,C,ZCS2Z012,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400B,Set IMU A Gyro Ch 4 SCV Config S,4,C,ZCS2Z013,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400C,Set IMU Gyro SCV Config Presel =,1,C,ZCS2Z00Z,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC400D,Set IMU B Gyro Ch 1 SCV Config S,1,C,ZCS2Z014,1,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC400D,Set IMU B Gyro Ch 2 SCV Config S,2,C,ZCS2Z015,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400D,Set IMU B Gyro Ch 3 SCV Config S,3,C,ZCS2Z016,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400D,Set IMU B Gyro Ch 4 SCV Config S,4,C,ZCS2Z017,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC400E,IMU GYRO Activate function,1,C,ZCSD1050,0,Y,A,00.00.05,00.00.05,A,,,N,C,N,N,N
AACC410A,IMU_11 Enable/Disable critical m,1,C,ZMU01100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410A,IMU_11 Optical power adjustment,2,C,ZMUG1100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410A,IMU_11 Enable/Disable critical m,3,C,ZMU01100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410B,IMU_12 Enable/Disable critical m,1,C,ZMU02100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410B,IMU_12 Optical power adjustment,2,C,ZMUG2100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410B,IMU_12 Enable/Disable critical m,3,C,ZMU02100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410C,IMU_13 Enable/Disable critical m,1,C,ZMU03100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410C,IMU_13 Optical power adjustment,2,C,ZMUG3100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410C,IMU_13 Enable/Disable critical m,3,C,ZMU03100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410D,IMU_14 Enable/Disable critical m,1,C,ZMU04100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410D,IMU_14 Optical power adjustment,2,C,ZMUG4100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410D,IMU_14 Enable/Disable critical m,3,C,ZMU04100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410E,IMU_21 Enable/Disable critical m,1,C,ZMU11100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410E,IMU_21 Optical power adjustment,2,C,ZMUK1100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410E,IMU_21 Enable/Disable critical m,3,C,ZMU11100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410F,IMU_22 Enable/Disable critical m,1,C,ZMU12100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410F,IMU_22 Optical power adjustment,2,C,ZMUK2100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410F,IMU_22 Enable/Disable critical m,3,C,ZMU12100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410G,IMU_23 Enable/Disable critical m,1,C,ZMU13100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410G,IMU_23 Optical power adjustment,2,C,ZMUK3100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410G,IMU_23 Enable/Disable critical m,3,C,ZMU13100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410H,IMU_24 Enable/Disable critical m,1,C,ZMU14100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC410H,IMU_24 Optical power adjustment,2,C,ZMUK4100,3,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC410H,IMU_24 Enable/Disable critical m,3,C,ZMU14100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411A,IMU_11 Enable/Disable critical m,1,C,ZMU01100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411A,IMU_11 Pump diode current,2,C,ZMU01400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411A,IMU_11 Enable/Disable critical m,3,C,ZMU01100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411B,IMU_12 Enable/Disable critical m,1,C,ZMU02100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411B,IMU_12 Pump diode current,2,C,ZMU02400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411B,IMU_12 Enable/Disable critical m,3,C,ZMU02100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411C,IMU_13 Enable/Disable critical m,1,C,ZMU03100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411C,IMU_13 Pump diode current,2,C,ZMU03400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411C,IMU_13 Enable/Disable critical m,3,C,ZMU03100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411D,IMU_14 Enable/Disable critical m,1,C,ZMU04100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411D,IMU_14 Pump diode current,2,C,ZMU04400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411D,IMU_14 Enable/Disable critical m,3,C,ZMU04100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411E,IMU_21 Enable/Disable critical m,1,C,ZMU11100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411E,IMU_21 Pump diode current,2,C,ZMU11400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411E,IMU_21 Enable/Disable critical m,3,C,ZMU11100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411F,IMU_22 Enable/Disable critical m,1,C,ZMU12100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411F,IMU_22 Pump diode current,2,C,ZMU12400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411F,IMU_22 Enable/Disable critical m,3,C,ZMU12100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411G,IMU_23 Enable/Disable critical m,1,C,ZMU13100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411G,IMU_23 Pump diode current,2,C,ZMU13400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411G,IMU_23 Enable/Disable critical m,3,C,ZMU13100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411H,IMU_24 Enable/Disable critical m,1,C,ZMU14100,2,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC411H,IMU_24 Pump diode current,2,C,ZMU14400,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC411H,IMU_24 Enable/Disable critical m,3,C,ZMU14100,2,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450A,Set IMU A Accelero channel 1 SCV,1,C,ZCS2Z01G,1,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC450A,Set IMU A Accelero channel 4 SCV,2,C,ZCS2Z01K,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450A,Set IMU A Accelero channel 2 SCV,3,C,ZCS2Z01H,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450A,Set IMU A Accelero channel 3 SCV,4,C,ZCS2Z01J,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450B,IMU ACCELEROMETER Activate funct,1,C,ZCSD1120,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC450C,Set IMU A Accelero channel 1 SCV,1,C,ZCS2Z01G,1,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC450C,Set IMU A Accelero channel 4 SCV,2,C,ZCS2Z01K,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450C,Set IMU A Accelero channel 2 SCV,3,C,ZCS2Z01H,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC450C,Set IMU A Accelero channel 3 SCV,4,C,ZCS2Z01J,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC511A,Set RW 1 SCV Health,1,C,ZCS2Z027,1,Y,A,00.00.05,00.00.05,A,,,N,C,N,N,N
AACC511A,Set RW 2 SCV Health,2,C,ZCS2Z028,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC511A,Set RW 3 SCV Health,3,C,ZCS2Z029,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC511A,Set RW 4 SCV Health,4,C,ZCS2Z02A,1,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC511A,WDE Activate function,5,C,ZCSD1080,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC550A,RWL Direct Command,1,C,ZCAD12C1,4,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC560A,WDE Prepare Nominal Offloading f,1,C,ZCSD4201,0,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC565A,Dump OBDB,1,C,ZCAD4811,11,Y,A,00.00.00,00.00.00,A,,,N,C,N,N,N
AACC565A,OBDB Initiate Update,2,C,ZCAD4814,1,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC565A,OBDB Update,3,C,ZCADADB2,17,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC565A,OBDB Update,4,C,ZCADADB1,5,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC565A,OBDB Pending Updates,5,C,ZCAD4812,0,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC565A,OBDB Commit Updates,6,C,ZCAD4810,0,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC565A,Dump OBDB,7,C,ZCAD4811,11,Y,R,00.00.05,00.00.05,R,,,N,C,N,N,N
AACC650A,Set FSS XP SCV Config Presel = A,1,C,ZCS2Z00P,0,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC650A,Set FSS ZM SCV Config Presel = A,2,C,ZCS2Z00U,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC650B,Set FSS XP SCV Config Presel = B,1,C,ZCS2Z00R,0,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC650B,Set FSS ZM SCV Config Presel = B,2,C,ZCS2Z00V,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC650C,Set FSS XP SCV Config Presel = B,1,C,ZCS2Z00R,0,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC650C,Set FSS ZM SCV Config Presel = A,2,C,ZCS2Z00U,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
AACC650D,Set FSS XP SCV Config Presel = A,1,C,ZCS2Z00P,0,Y,A,00.00.01,00.00.01,A,,,N,C,N,N,N
AACC650D,Set FSS ZM SCV Config Presel = B,2,C,ZCS2Z00V,0,Y,R,00.00.01,00.00.01,R,,,N,C,N,N,N
